event	test	log_line	category	boundary_path	location	observation
ERROR	my.plan-test/whole-tree-reconciliation-refuses-incoherent-documents	2686	outside-step-1 observed boundary; cause unproved	src/seon/plan.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.plan/plan! refused return value at [:my.plan/converged?]: expected the required key :my.plan/converged? with a boolean, got a map missing :my.plan/converged?. Fix: Supply :my.plan/converged? with a boolean. Called from my.plan-test (plan_test.clj:344).
ERROR	my.plan-test/whole-tree-reconciliation-refuses-incoherent-documents	2723	outside-step-1 observed boundary; cause unproved	src/seon/plan.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.plan/plan! refused return value at [:my.plan/converged?]: expected the required key :my.plan/converged? with a boolean, got a map missing :my.plan/converged?. Fix: Supply :my.plan/converged? with a boolean. Called from my.plan-test (plan_test.clj:354).
ERROR	my.plan-test/whole-tree-reconciliation-refuses-incoherent-documents	2760	outside-step-1 observed boundary; cause unproved	src/seon/plan.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.plan/plan! refused return value at [:my.plan/converged?]: expected the required key :my.plan/converged? with a boolean, got a map missing :my.plan/converged?. Fix: Supply :my.plan/converged? with a boolean. Called from my.plan-test (plan_test.clj:368).
ERROR	my.plan-test/whole-tree-reconciliation-refuses-incoherent-documents	2797	outside-step-1 observed boundary; cause unproved	src/seon/plan.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.plan/plan! refused return value at [:my.plan/converged?]: expected the required key :my.plan/converged? with a boolean, got a map missing :my.plan/converged?. Fix: Supply :my.plan/converged? with a boolean. Called from my.plan-test (plan_test.clj:376).
ERROR	my.turn-test/a-blank-completion-is-an-error-value-not-a-throw	2842	outside-step-1 observed boundary; cause unproved	src/seon/run.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.run/complete refused return value at [:my.turn/disposition]: expected the required key :my.turn/disposition with a value satisfying should be :completed, got a map missing :my.turn/disposition. Fix: Supply :my.turn/disposition with a value satisfying should be :completed. Called from my.turn-test (turn_test.clj:38).
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2881	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2886	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2891	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2896	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2901	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2906	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2911	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2916	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2921	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2926	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2931	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
FAIL	my.turn-test/a-contract-forbidden-argument-is-a-value-the-agent-reads	2936	stale retired-field expectation	test/my/turn_test.clj	turn_test.clj:62	(keyword? (:seon.error/kind value))
ERROR	seon.ai-test/a-foreign-document-either-yields-text-or-says-why	2967	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/completion-text refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:780).
ERROR	seon.ai-test/a-missing-credential-is-loud-in-the-value	3006	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1025).
ERROR	seon.ai-test/a-missing-credential-is-terminal-even-with-a-backup	3045	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1483).
ERROR	seon.ai-test/a-reasoning-only-response-is-a-named-evidenced-error	3094	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/completion-text refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:830).
ERROR	seon.ai-test/a-truncated-stream-never-reports-output-that-never-arrived	3141	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/disposition refused argument 0 (0-based) at [:seon.error/value :seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Contract: :seon.ai/disposition-request. Called from seon.ai-test (ai_test.clj:1009).
ERROR	seon.ai-test/an-empty-normal-stop-is-a-reply-but-malformed-json-is-a-provider-refusal	3182	outside-step-1 observed boundary; cause unproved	src/seon/cluster/reply.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.cluster.reply/sources refused return value at []: expected a collection member satisfying a map, got a collection member that is a vector. Fix: Supply a map at []. Called from seon.cluster.reply (reply.clj:330).
ERROR	seon.ai-test/an-empty-normal-stop-is-a-reply-but-malformed-json-is-a-provider-refusal	3218	outside-step-1 observed boundary; cause unproved	src/seon/cluster/reply.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.cluster.reply/sources refused return value at []: expected a collection member satisfying a map, got a collection member that is a vector. Fix: Supply a map at []. Called from seon.cluster.reply (reply.clj:330).
ERROR	seon.ai-test/an-empty-normal-stop-is-a-reply-but-malformed-json-is-a-provider-refusal	3254	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/stream-event refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Called from seon.ai (ai.clj:853).
ERROR	seon.ai-test/an-extra-body-conflict-refuses-before-the-http-leaf	3293	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/request-body refused return value at [:seon.error/kind]: expected a string, got a keyword :seon.error/kind. Fix: Supply a string at [:seon.error/kind]. Contract: :seon.ai/request-body. Called from seon.ai (ai.clj:1479).
FAIL	seon.ai-test/every-cost-evidence-partition-has-one-derived-disposition	3344	outside-step-1 observed boundary; cause unproved	test/seon/ai_test.clj	test_support.clj:935	passed?
ERROR	seon.ai-test/explicit-credential-selection-survives-provider-resolution	3354	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:353).
ERROR	seon.ai-test/extra-body-merges-last-but-cannot-rewrite-any-builder-owned-key	3395	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/request-body refused return value at [:seon.error/kind]: expected a string, got a keyword :seon.error/kind. Fix: Supply a string at [:seon.error/kind]. Contract: :seon.ai/request-body. Called from seon.ai-test (ai_test.clj:725).
ERROR	seon.ai-test/one-attempt-means-one-attempt	3442	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1081).
ERROR	seon.ai-test/payment-required-primary-is-terminal-with-a-configured-backup	3485	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1265).
ERROR	seon.ai-test/possibly-paid-work-never-repeats	3524	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/disposition refused argument 0 (0-based) at [:seon.error/value :seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Contract: :seon.ai/disposition-request. Called from seon.ai-test (ai_test.clj:1346).
ERROR	seon.ai-test/the-deadline-fires-as-an-outcome-not-a-bug-report	3576	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1066).
ERROR	seon.ai-test/the-leaf-records-phase-from-the-jdks-own-taxonomy	3615	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1457).
ERROR	seon.ai-test/transport-failure-is-an-ordinary-value	3664	outside-step-1 observed boundary; cause unproved	src/seon/ai.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.ai/complete refused return value at [:seon.ai/text]: expected the required key :seon.ai/text with a string, got a map missing :seon.ai/text. Fix: Supply :seon.ai/text with a string. Contract: :seon.ai/completion. Called from seon.ai-test (ai_test.clj:1056).
ERROR	seon.blob-test/binary-content-round-trips-on-both-sides-of-the-inline-threshold	3713	outside-step-1 observed boundary; cause unproved	test/seon/blob_test.clj	test_support.clj:331	clojure.lang.ExceptionInfo: Fixture write was refused at the write: Complete component validation refused: unowned-entity; bound :seon.config.db/validation-node-limit=250000; #:seon.db{:entity 2, :entity-value #:seon.config.eval.result{:blob-threshold 4096}}.
ERROR	seon.blob-test/interrupted-staging-leaves-the-store-unchanged	3822	outside-step-1 observed boundary; cause unproved	test/seon/blob_test.clj	test_support.clj:331	clojure.lang.ExceptionInfo: Fixture write was refused at the write: Complete component validation refused: unowned-entity; bound :seon.config.db/validation-node-limit=250000; #:seon.db{:entity 2, :entity-value #:seon.config.eval.result{:blob-threshold 4096}}.
ERROR	seon.blob-test/large-binary-write-and-small-chunk-have-bounded-allocation	3863	outside-step-1 observed boundary; cause unproved	test/seon/blob_test.clj	test_support.clj:331	clojure.lang.ExceptionInfo: Fixture write was refused at the write: Complete component validation refused: unowned-entity; bound :seon.config.db/validation-node-limit=250000; #:seon.db{:entity 2, :entity-value #:seon.config.eval.result{:blob-threshold 4096}}.
ERROR	seon.bootstrap-test/every-opening-candidate-subject-is-an-entity-lookup	3919	stale fixture declaration	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [0 :seon.fn/sym]: expected a namespaced symbol, got a string. Fix: Supply a namespaced symbol at [0 :seon.fn/sym]. Offending row 0: {:seon.fn/sym ""my.agents.bootstrap-agent/current-items"", :seon.schema.admission/source :core, :seon.fn/ns [:seon.ns/name my.agents.bootstrap-agent], :seon.fn/source ""(defn current-items [items] items)"", :seon.fn/arglists ""([items])"", :seon.fn/private? false, :seon.fn/spec ""[:=> [:cat [:vector :int]] [:vector :int]]""}."
ERROR	seon.bootstrap-test/intent-membership-is-the-only-opening-delta-and-is-budgeted	3960	stale fixture declaration	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [1 :seon.fn/sym]: expected a namespaced symbol, got a string. Fix: Supply a namespaced symbol at [1 :seon.fn/sym]. Offending row 1: {:seon.fn/sym ""fixture.intent/target"", :seon.schema.admission/source :core, :seon.fn/ns [:seon.ns/name fixture.intent], :seon.fn/source ""(defn target [x] (inc x))"", :seon.fn/arglists ""([x])"", :seon.fn/private? false, :seon.fn/spec ""[:=> [:cat :int] :int]""}."
ERROR	seon.bootstrap-test/missing-or-failed-membership-is-not-a-fixed-point	3999	outside-step-1 observed boundary; cause unproved	src/seon/bootstrap.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.bootstrap/next-entry refused return value at []: expected nil, got a map. Fix: Supply nil at []. Called from seon.bootstrap-test (bootstrap_test.clj:423).
ERROR	seon.bootstrap-test/reborn-opening-retains-authored-namespace-membership	4038	stale fixture declaration	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [0 :seon.fn/sym]: expected a namespaced symbol, got a string. Fix: Supply a namespaced symbol at [0 :seon.fn/sym]. Offending row 0: {:seon.fn/sym ""my.agents.bootstrap-agent/current-items"", :seon.schema.admission/source :core, :seon.fn/ns [:seon.ns/name my.agents.bootstrap-agent], :seon.fn/source ""(defn current-items [items] items)"", :seon.fn/arglists ""([items])"", :seon.fn/private? false, :seon.fn/spec ""[:=> [:cat [:vector :int]] [:vector :int]]""}."
ERROR	seon.maintenance-schema-test/empty-maintenance-memberships-retain-their-positive-observation	4183	outside-step-1 observed boundary; cause unproved	src/seon/maintenance.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.maintenance/project-cluster-cleanup-result refused result at [:seon.operator.cluster-cleanup/collection :seon.operator.collect/store-id]: expected the required key :seon.operator.collect/store-id with a value satisfying should be a uuid, got a map missing :seon.operator.collect/store-id. Fix: Supply :seon.operator.collect/store-id with a value satisfying should be a uuid. Contract: :seon.operator.cluster-cleanup/result. Called from seon.maintenance-schema-test (maintenance_schema_test.clj:371).
FAIL	seon.maintenance-schema-test/the-cleanup-collection-slot-declares-both-arms-it-can-carry	4228	outside-step-1 observed boundary; cause unproved	test/seon/maintenance_schema_test.clj	maintenance_schema_test.clj:305	(true? ((schema/projection-validator (schema/handed-projection) component-key) value))
ERROR	seon.maintenance-test/a-refused-collection-keeps-its-typed-error-on-the-same-slot	4240	foreign boundary: database/error conversion (1a)	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [0 :seon.operator.cluster-cleanup/collection]: expected an installed attribute, got an undeclared attribute :seon.operator.cluster-cleanup/collection. Fix: Use a declared attribute from the entity's schema. Offending row 0: {:seon.operator.cluster-cleanup/remaining [], :seon.operator.cluster-cleanup/live-instance-stopped? true, :seon.operator.cluster-cleanup/reclaimed-bytes 8192, :seon.operator.cluster-cleanup/branch-retired? true, :seon.boot/cluster-name ""retired"", :seon.operator."
FAIL	seon.maintenance-test/cluster-cleanup-projection-keeps-result-evidence-queryable	4281	outside-step-1 observed boundary; cause unproved	test/seon/maintenance_test.clj	maintenance_test.clj:211	(true? ((schema/projection-validator (schema/handed-projection) :seon.operator.cluster-cleanup/result) public-result))
ERROR	seon.maintenance-test/cluster-cleanup-projection-keeps-result-evidence-queryable	4285	foreign boundary: database/error conversion (1a)	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [0 :seon.operator.cluster-cleanup/collection]: expected an installed attribute, got an undeclared attribute :seon.operator.cluster-cleanup/collection. Fix: Use a declared attribute from the entity's schema. Offending row 0: {:seon.operator.cluster-cleanup/remaining [], :seon.operator.cluster-cleanup/live-instance-stopped? true, :seon.operator.cluster-cleanup/reclaimed-bytes 8192, :seon.operator.cluster-cleanup/branch-retired? true, :seon.boot/cluster-name ""retired"", :seon.operator."
ERROR	seon.maintenance-test/last-collection-answers-when-a-root-was-collected-and-what-it-reclaimed	4326	outside-step-1 observed boundary; cause unproved	src/seon/error.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.error/diagnostic refused observation at [:seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Called from seon.maintenance (maintenance.clj:335).
ERROR	seon.maintenance-test/report-renders-no-run-green-and-latest-red-facts	4369	outside-step-1 observed boundary; cause unproved	test/seon/maintenance_test.clj	maintenance.clj:419	java.lang.ClassCastException: class clojure.lang.Symbol cannot be cast to class java.lang.String (clojure.lang.Symbol is in unnamed module of loader 'app'; java.lang.String is in module java.base of loader 'bootstrap')
ERROR	seon.maintenance-test/report-renders-no-run-green-and-latest-red-facts	4406	outside-step-1 observed boundary; cause unproved	test/seon/maintenance_test.clj	maintenance.clj:419	java.lang.ClassCastException: class clojure.lang.Symbol cannot be cast to class java.lang.String (clojure.lang.Symbol is in unnamed module of loader 'app'; java.lang.String is in module java.base of loader 'bootstrap')
FAIL	seon.maintenance-test/result-projection-is-declared-and-keeps-census-evidence-queryable	4445	outside-step-1 observed boundary; cause unproved	test/seon/maintenance_test.clj	maintenance_test.clj:58	(true? ((schema/projection-validator (schema/handed-projection) :seon.operator.process-census/result) public-result))
ERROR	seon.maintenance-test/result-projection-is-declared-and-keeps-census-evidence-queryable	4450	foreign boundary: database/error conversion (1a)	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [0 :seon.operator.process-census/processes]: expected an installed attribute, got an undeclared attribute :seon.operator.process-census/processes. Fix: Use a declared attribute from the entity's schema. Offending row 0: {:seon.operator.process-census/complete? false, :seon.operator.process-census/processes [{:seon.dev.process/generation #uuid ""11111111-1111-1111-1111-111111111111"", :seon.dev.process/pid 41, :seon.dev.process/start-instant ""2026-08-05T12:00:00Z"", :seon.dev.process/r"
ERROR	seon.problems-test/a-deleted-function-var-is-derived-from-the-loaded-image	4493	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:269).
ERROR	seon.problems-test/a-deleted-function-var-is-derived-from-the-loaded-image	4530	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:269).
ERROR	seon.problems-test/a-healthy-cluster-derives-an-empty-value	4569	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/a-matching-model-registry-row-prevents-the-finding	4608	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/a-matching-model-registry-row-prevents-the-finding	4644	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/a-run-that-closed-with-an-error-says-why	4682	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/error-signatures 0 :seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/absent-facts-produce-no-entries	4721	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/an-errored-receipt-is-a-problem-without-being-a-fault	4760	stale fixture declaration	src/seon/db.clj	test_support.clj:331	"clojure.lang.ExceptionInfo: Fixture write was refused at the write: seon.db/transact! refused transaction data at [1 :seon.error/kind]: expected an installed attribute, got an undeclared attribute :seon.error/kind. Fix: Use a declared attribute from the entity's schema. Offending row 1: {:seon.cluster.eval/id ""receipt-1"", :seon.cluster.eval/run [:seon.turn/id ""run-with-receipt""], :seon.cluster.eval/ordinal 0, :seon.cluster.eval/at #inst ""2026-07-27T21:00:00.000-00:00"", :seon.error/kind :seon.sci.eval/evaluation-failed, :seon.cluster.eval/error ""Unable to resolve symbol: widgets"", :seon.cluster"
ERROR	seon.problems-test/configured-models-without-registry-rows-are-derived	4799	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/errors-are-grouped-by-signature-not-listed-one-by-one	4838	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/error-signatures 0 :seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Called from seon.problems-test (problems_test.clj:57).
ERROR	seon.problems-test/every-committed-error-fact-shape-is-projectable	4877	outside-step-1 observed boundary; cause unproved	src/seon/error.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.error/commit-tx refused request at [:seon.error/fact :seon.error/layer]: expected the required key :seon.error/layer with a namespaced keyword, got a map missing :seon.error/layer. Fix: Supply :seon.error/layer with a namespaced keyword. Called from seon.problems-test (problems_test.clj:337).
ERROR	seon.problems-test/incomplete-error-entities-are-refused	4917	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems-test (problems_test.clj:57).
FAIL	seon.problems-test/missing-projection-is-a-refusal-not-query-rows	4959	stale retired-field expectation	test/seon/problems_test.clj	problems_test.clj:481	(= :seon.schema/missing-projection (:seon.error/kind result))
FAIL	seon.problems-test/missing-projection-is-a-refusal-not-query-rows	4963	outside-step-1 observed boundary; cause unproved	test/seon/problems_test.clj	problems_test.clj:482	(= (quote seon.problems/problems) (get-in result [:seon.error/data :seon.db/operation]))
ERROR	seon.problems-test/the-block-derives-at-the-units-own-database-value	4971	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]: expected a string, got a keyword :seon.db/invalid-read. Fix: Supply a string at [:seon.problems/errored-receipts 0 :seon.cluster.eval/id]. Called from seon.problems (problems.clj:535).
ERROR	seon.problems-test/the-block-derives-at-the-units-own-database-value	5008	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/error-signatures 0 :seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Called from seon.problems (problems.clj:535).
ERROR	seon.problems-test/the-block-derives-at-the-units-own-database-value	5044	outside-step-1 observed boundary; cause unproved	src/seon/problems.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.problems/problems refused return value at [:seon.problems/error-signatures 0 :seon.error/at]: expected the required key :seon.error/at with a value satisfying should be an inst, got a map missing :seon.error/at. Fix: Supply :seon.error/at with a value satisfying should be an inst. Called from seon.problems (problems.clj:535).
FAIL	seon.program-test/opening-basis-divergence-is-only-claimed-when-it-is-measurable	5114	stale retired-field expectation	test/seon/program_test.clj	program_test.clj:626	(= :seon.turn/refused (:seon.error/kind data))
FAIL	seon.program-test/opening-basis-divergence-is-only-claimed-when-it-is-measurable	5119	outside-step-1 observed boundary; cause unproved	test/seon/program_test.clj	program_test.clj:627	(= :seon.turn/run-opening-basis-unreadable (:seon.turn/rule data))
FAIL	seon.program-test/runtime-schema-declarations-project-namespaced-properties	5142	stale retired-field expectation	test/seon/program_test.clj	program_test.clj:805	(= true (:seon.error/class row))
ERROR	seon.render.data-test/index-pages-enforce-native-bounds	5166	foreign boundary: database/error conversion (1a)	src/seon/db.clj	instrument.clj:768	clojure.lang.ExceptionInfo: seon.db/index-page refused return value at [:datahike.index-page/datoms]: expected the required key :datahike.index-page/datoms with a vector, got a map missing :datahike.index-page/datoms. Fix: Supply :datahike.index-page/datoms with a vector. Called from seon.render.data-test (data_test.clj:142).
